Feature ID	Taxon	Confidence
0150f28413705d318aabf4ade41563ae	D_0__Eukaryota;D_1__Archaeplastida;D_2__Chloroplastida;D_3__Chlorophyta	0.9999250593593432
01537c3cd3616504d49e1c01f4b5681f	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Labyrinthulomycetes;D_4__Labyrinthulaceae;D_5__Labyrinthula;D_6__Labyrinthula sp. ACB-2011b	0.9805076537499139
0154f4b6ac2c4521f2db921900da7d68	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Ochrophyta	0.9995757245585921
015aa2c0aec0ae3112c3627935ad0a3c	D_0__Eukaryota;D_1__Archaeplastida;D_2__Rhodophyceae;D_3__Florideophycidae;D_4__Corallinophycidae	0.999999999974051
015d6632bddcae98e5ebc5ad93c74b82	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Ochrophyta;D_6__Bacillariophyceae	0.9204865665701103
01695dea69f4b94cfbf2abfb7f0e5e2b	D_0__Eukaryota;D_1__Opisthokonta;D_2__Nucletmycea;D_3__Fungi	0.9430814286292127
016ad287734558f56cb94880e630c331	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Ochrophyta	0.9978739044050221
016cee1d40cf45c4db024f5c1b2e08c8	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Ochrophyta;D_5__Fucales	0.9967990912800699
0172170b972259ba70d54f2f7098ddae	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Dinoflagellata;D_6__Suessiaceae;D_7__Pelagodinium	0.8879529365984125
0172c2e4ff4026458c639d7f44c60539	D_0__Eukaryota;D_1__Opisthokonta	0.8321320492129182
01768c2c009e346a8a778d24779630fc	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Ochrophyta;D_5__Bacillariophytina;D_6__Mediophyceae;D_7__Dimeregramma sp. SZCZP43	0.9883607896607143
0177a8b2fcd272be9a398b8672a00dfe	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Dinoflagellata;D_6__Gonyaulacales;D_7__Neoceratium;D_8__uncultured eukaryote	0.9930102077192156
017e0a69ee91a7a49addaec500abe7cb	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Ochrophyta;D_6__Mediophyceae;D_7__Chaetoceros;D_8__Dactyliosolen blavyanus	0.9286616559596751
0180806ae0939f71d56d97632b59bb88	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Ochrophyta;D_6__Bacillariophyceae	0.8698121383434378
01822235902632ef88e816f7c89e7e66	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia)	0.9996087948221521
01885169afa6bd4b322ac62126d545ce	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Choanoflagellida;D_5__Salpingoecidae;D_6__Salpingoeca	0.8109010694403114
0188c3d116eaecdbf1b4007f45cb3b38	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Ochrophyta;D_6__Bacillariophyceae;D_7__Nitzschia	0.9397005178888278
018d3fa9b942208c7b4f6e15ddeba83f	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Choanoflagellida;D_5__Salpingoecidae;D_6__Salpingoeca;D_7__Salpingoeca urceolata	0.9999999041536728
0191b179fed43eae4fb6e242ec2864a3	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Apicomplexa;D_6__Eugregarinorida;D_7__Lecudina;D_8__Lecudina polymorpha morphotype 2	0.9761608981313246
019436f39a262512649e18f7815918f7	D_0__Eukaryota;D_1__Centrohelida	0.999999849949235
0197dd960f3786b63f60602793ec7cc4	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Ochrophyta	0.9917853015548764
0198f4c988825bbf5ed61d55c3757e28	D_0__Eukaryota;D_1__SAR;D_2__Alveolata	0.9871732851952981
019ed18dd808b738bfb4d5c63a489986	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_7__Gastropoda;D_8__Heterobranchia;D_9__Aplysia sp. (sea hare)	0.8036707884123958
01a13622bcb2e1b6c6e3a71ba509fed4	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Protalveolata;D_4__Syndiniales;D_5__Syndiniales Group II;D_6__uncultured eukaryote	0.9189100574150127
01a7ccff1278672b61c2a11e4f50da53	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_9__Eumalacostraca;D_10__Eucarida;D_11__Crangon crangon	0.9999279388822281
01aa196a513f5113e79783ed28608f69	D_0__Eukaryota;D_1__Archaeplastida;D_2__Chloroplastida;D_3__Chlorophyta;D_5__Ulvales;D_6__Ulva	0.8090490231339731
01b0a315f3a8948d568eb0df423e67d4	D_0__Eukaryota;D_1__SAR;D_2__Rhizaria;D_3__Cercozoa	0.9999999409335473
01b14106e73b63e285454a063bcbb72e	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Ochrophyta	0.9993821225849351
01b829b7be940dc537e157b561f0a50d	D_0__Eukaryota;D_1__Cryptophyceae;D_2__Cryptomonadales	0.9999909429041023
01bc2e8df2bc657767119a4c8c00cc06	D_0__Eukaryota	0.9999999999999974
01be3a8f3aa10444b235e2a15d4adfc7	D_0__Eukaryota;D_1__Centrohelida;D_2__H15-6;D_3__uncultured eukaryote;D_4__uncultured eukaryote;D_5__uncultured eukaryote;D_6__uncultured eukaryote	0.9733774148598081
01c52e8fe06720c1724bcb571739515a	D_0__Eukaryota;D_1__Opisthokonta;D_2__Nucletmycea;D_3__Fungi;D_9__Pichiaceae;D_10__Pichia	0.9979904275995717
01c833681628e0840a9eb5d6140b1b29	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Ciliophora;D_7__Cyrtophoria;D_8__Dysteria	0.9999993686864033
01c977930d2ef5bf72bd52aa3a448e02	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Choanoflagellida	0.9999994130763165
01cd26be5556e63f4d9c29d16ac04f2b	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_7__Gastropoda;D_8__Caenogastropoda	0.9999999999890051
01d13ef06dedcf4bc7a920ea64a9906c	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa	0.9321236486264771
01d4c09162a4e40efef1674adb9c70b3	D_0__Eukaryota	0.9999999999999869
01da3abbfcfeaaf7ace46fb6dcb5c8a6	D_0__Eukaryota;D_1__Archaeplastida;D_2__Chloroplastida;D_3__Chlorophyta;D_5__Chlorodendrales;D_6__Tetraselmis;D_7__Tetraselmis marina	0.9463253227582337
01db68f35a6749398c7c219d4c770670	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Apicomplexa;D_6__Eugregarinorida;D_7__Lankesteria;D_8__Gregarinidae sp. from Phyllochaetopterus prolifica SR-2009a	0.9478733711134714
01e70f79eca587597c0af4a4ed63e969	D_0__Eukaryota;D_1__Amoebozoa;D_2__Tubulinea;D_3__Arcellinida;D_4__Echinamoebida;D_5__Echinamoeba exundans;D_6__Echinamoeba exundans	0.9999999981341432
01e8a2fdf29aec132c0f257d57daf6c3	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Ochrophyta;D_4__Dictyochophyceae;D_5__Pedinellales;D_6__uncultured marine picoeukaryote	0.9999879007254828
01ebbbd55014fb28678f6739b9142970	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Labyrinthulomycetes;D_4__Thraustochytriaceae;D_5__Labyrinthuloides;D_6__uncultured labyrinthulid	0.9955944682065331
01ef050c1aae8de1e5a83e0dae84b457	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa	0.9572480608132627
01f0855ecdd1f462c72079002b8ec0b0	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Ochrophyta;D_5__Coscinodiscophytina;D_6__Coscinodiscus;D_7__Coscinodiscus radiatus	0.9977565289572748
01f503accdd453de413044da7b86712e	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Ochrophyta;D_5__Eustigmatales;D_6__uncultured;D_7__uncultured eukaryote	0.9999775165563015
01f7b3ca00eedd9847755f904f0873e4	D_0__Eukaryota;D_1__SAR;D_2__Alveolata	0.9942407415064223
01f7bc5fbcb1f12625b97f60a4fa4f15	D_0__Eukaryota;D_1__SAR;D_2__Rhizaria;D_3__Cercozoa;D_4__Incertae Sedis;D_5__Metromonas	0.999999999999987
01f81ef240a10be813dbd481da41f160	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Labyrinthulomycetes;D_4__Thraustochytriaceae;D_5__Aplanochytrium	0.9992939896188731
020180fd5401adde4199297d6eb64017	D_0__Eukaryota;D_1__Opisthokonta;D_2__Nucletmycea;D_3__Fungi	0.999999989865518
020360cd8445b8f58ae940012773bce2	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Peronosporomycetes	0.9999894947848443
02069cc081e5d94ece0eaf8e4d96c64a	D_0__Eukaryota;D_1__Cryptophyceae;D_2__Cryptomonadales;D_3__Hemiselmis;D_4__Hemiselmis cryptochromatica;D_5__Hemiselmis cryptochromatica;D_6__Hemiselmis cryptochromatica	0.9988796590889825
0206aff0c04b7c2060a529a95b767500	D_0__Eukaryota;D_1__Amoebozoa;D_2__Discosea;D_3__Flabellinia;D_4__Stygamoebida;D_5__Vermistella	0.999999872995462
020f4db5e903d87e0d07c7c00299f098	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Ochrophyta	0.9967249280514102
020fb1e8eb190378cf5a70d99eba0caf	D_0__Eukaryota;D_1__Haptophyta;D_2__Prymnesiophyceae;D_3__Prymnesiales;D_4__OLI51059;D_5__uncultured eukaryote;D_6__uncultured eukaryote	0.9586169171536021
0213321be31e88ec3d309247b969251f	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Ochrophyta;D_6__Bacillariophyceae	0.8887691121865897
021436796bdbe4bb113b8881461396af	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Labyrinthulomycetes;D_4__Thraustochytriaceae;D_5__Thraustochytrium	0.999999999999993
022019b94c0cd1ee104e1cb8ce292849	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles	0.9977350041669915
0226a80a9f9fc3a07ef66b7813ce8530	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_8__Palpata;D_9__Phyllodocida;D_10__Odontosyllis freycinetensis	0.9920909245010706
022775306db763ea686a67061ea33261	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Apicomplexa;D_6__Eugregarinorida;D_7__Lankesteria;D_8__Gregarinidae sp. from Phyllochaetopterus prolifica SR-2009a	0.9787521067332634
02281e5e419656593e15cc30eeb581ce	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Apicomplexa;D_6__Eugregarinorida;D_7__Lecudina;D_8__Lecudina polymorpha morphotype 2	0.9815188438578276
022baf59b6e7cb6078635d3acfd28aaa	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_7__Gymnolaemata;D_8__Cheilostomatida	0.9999997260770519
022cefb04320fe77255fc113093a00a2	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Apicomplexa;D_6__Eugregarinorida;D_7__Lecudina;D_8__uncultured eukaryote	0.999999803074976
02305626bd797c512098caec10782828	D_0__Eukaryota;D_1__Amoebozoa;D_2__Tubulinea;D_3__Leptomyxida	0.9999999999992738
0230c0583c0b107d1396d54dde25dfdc	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Ochrophyta;D_5__Bacillariophytina;D_6__Bacillariophyceae;D_7__Bacillariophyta sp. MBIC10102	0.9822315172955306
023ecceb78caf8103f36c61353fb3f4f	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Labyrinthulomycetes;D_4__Thraustochytriaceae;D_5__Thraustochytrium	0.9999999604945322
024066f8f1581b957594ef169fba6823	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Apicomplexa;D_6__Eugregarinorida;D_7__Lecudina;D_8__Lecudina polymorpha morphotype 2	0.9859042161294669
0247bb0c9bbaad274c90b5184f290c23	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Ochrophyta;D_6__Fragilariales;D_7__Licmophora;D_8__Amphora laevis var. laevissima	0.9999986473015438
0249ce8496850c8432a116fb9840fe75	D_0__Eukaryota	0.9999999999999825
024b614ede9ba12c2728ff76b3f73908	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Dinoflagellata	0.8137776192830655
024c95bbd6d6ae5f8ac1e05ac486f486	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Protalveolata;D_4__Syndiniales	0.9842140976981184
0250eb1881bda5f8adb9d62a8bd1ed24	D_0__Eukaryota;D_1__SAR;D_2__Rhizaria;D_3__Cercozoa;D_4__Incertae Sedis;D_5__Reticulamoeba;D_6__Reticulamoeba gemmipara	0.925822468233312
